Date,Month,Metro_Week_No,Temperature_Max,Temperature_Min,Relative_Humidity_Morning,Relative_Humidity_Afternoon,Rainfall,No_of_Rainy_Days,Sunshine_Hrs,Wind_Velocity,Evap,year,week,sowing_type,larva_count,time_idx,month2
22-01-2021,Jan,4,16.60,8.80,96.00,75.00,0.00,0,1.60,2.80,1.50,2021,3,late sowing,0.47,315,1
29-01-2021,Jan-Feb,5,18.80,6.10,95.70,60.60,0.00,0,4.50,1.10,1.80,2021,4,late sowing,0.73,316,1
05-02-2021,Feb,6,23.70,7.80,94.30,53.00,4.60,1,6.70,2.80,2.70,2021,5,late sowing,1.07,317,2
12-02-2021,Feb,7,25.70,9.00,91.10,45.00,0.00,0,7.10,1.40,2.50,2021,6,late sowing,0,318,2
19-02-2021,Feb,8,26.90,9.90,88.90,47.70,0.00,0,6.70,1.80,2.90,2021,7,late sowing,0,319,2
26-02-2021,Feb-Mar,9,29.30,11.20,90.30,37.10,0.00,0,9.20,5.80,4.20,2021,8,late sowing,0.13,320,2
05-03-2021,Mar,10,29.60,14.20,83.10,46.10,0.00,0,7.60,3.80,4.20,2021,9,late sowing,1.4,321,3
12-03-2021,Mar,11,30.30,13.60,86.30,36.10,0.00,0,7.00,2.50,3.90,2021,10,late sowing,0.73,322,3
19-03-2021,Mar,12,32.60,14.10,82.40,27.30,0.00,0,8.00,4.20,6.10,2021,11,late sowing,1.07,323,3
26-03-2021,Mar-Apr,13,33.40,14.60,83.90,22.90,0.00,0,7.90,4.30,6.00,2021,12,late sowing,1.73,324,3
02-04-2021,April,14,34.40,13.90,58.90,14.40,0.00,0,6.50,4.90,7.20,2021,13,late sowing,0.47,325,4
09-04-2021,April,15,37.50,14.10,59.30,10.60,0.00,0,10.00,3.80,7.70,2021,14,late sowing,0.4,326,4
16-04-2021,April,16,36.80,17.80,56.60,17.30,0.70,0,8.40,5.20,8.30,2021,15,late sowing,0,327,4
23-04-2021,April,17,36.70,17.10,52.00,16.40,0.00,0,10.30,3.00,7.60,2021,16,late sowing,0,328,4
30-04-2021,April-May,18,36.30,21.90,60.70,30.10,3.40,1,6.80,5.70,7.80,2021,17,late sowing,0,329,4
07-05-2021,May,19,34.90,19.90,73.30,40.60,36.40,2,8.50,4.70,6.00,2021,18,late sowing,0,330,5
14-05-2021,May,20,32.40,21.10,76.30,49.70,80.40,1,5.10,2.40,4.70,2021,19,late sowing,0,331,5
21-05-2021,May,21,32.70,22.00,77.10,51.40,63.60,1,9.40,4.70,5.90,2021,20,late sowing,0,332,5
28-05-2021,May-Jun,22,33.40,22.50,78.70,52.70,56.40,2,8.70,4.70,6.20,2021,21,late sowing,0,333,5
04-06-2021,June,23,35.70,24.90,72.30,51.40,2.00,0,9.10,4.50,5.10,2021,22,late sowing,0,334,6
11-06-2021,June,24,31.90,24.80,83.40,59.30,5.60,1,5.80,5.70,4.70,2021,23,late sowing,0,335,6
18-06-2021,June,25,31.30,24.70,87.30,63.40,78.20,4,5.30,5.50,5.00,2021,24,late sowing,0,336,6
25-06-2021,June-July,26,35.70,27.00,78.40,56.30,0.00,0,7.20,4.30,5.90,2021,25,late sowing,0,337,6
02-07-2021,July,27,36.40,27.30,80.70,55.90,0.00,0,7.00,5.00,5.50,2021,26,late sowing,0,338,7
09-07-2021,July,28,33.70,26.30,81.90,63.90,33.60,2,4.20,7.20,5.50,2021,27,late sowing,0,339,7
16-07-2021,July,29,30.20,25.40,91.30,79.70,168.60,6,2.30,7.10,4.80,2021,28,late sowing,0,340,7
23-07-2021,July,30,32.10,26.60,88.00,73.60,33.80,2,4.10,5.20,4.30,2021,29,late sowing,0,341,7
30-07-2021,July-Aug.,31,33.40,26.30,86.30,65.70,19.60,2,6.40,6.40,4.50,2021,30,late sowing,0,342,7
06-08-2021,Aug,32,33.70,26.20,85.10,65.60,12.20,2,6.20,3.00,4.50,2021,31,late sowing,0,343,8
13-08-2021,Aug,33,33.40,25.80,90.30,69.40,96.70,4,4.40,3.50,4.30,2021,32,late sowing,0,344,8
20-08-2021,Aug,34,31.40,25.40,91.40,78.70,60.40,3,2.30,4.60,3.00,2021,33,late sowing,0,345,8
27-08-2021,Aug-Sep,35,31.40,25.00,88.60,74.60,114.60,2,3.10,4.50,3.20,2021,34,late sowing,0,346,8
03-09-2021,Sep,36,33.00,25.70,85.00,62.00,0.00,0,9.00,7.20,4.10,2021,35,late sowing,0,347,9
10-09-2021,Sep,37,33.50,24.70,84.10,68.60,27.20,2,6.70,4.30,4.90,2021,36,late sowing,0,348,9
17-09-2021,Sep,38,32.20,24.80,89.60,63.40,9.40,1,5.50,2.90,3.80,2021,37,late sowing,0,349,9
24-09-2021,Sep-Oct,39,33.40,24.20,84.00,57.70,2.40,0,7.40,3.10,4.30,2021,38,late sowing,0,350,9
01-10-2021,Oct,40,32.90,23.50,90.90,60.60,7.30,1,6.20,2.20,3.40,2021,39,late sowing,0,351,10
08-10-2021,Oct,41,33.20,20.50,87.00,50.10,0.00,0,8.00,1.90,3.70,2021,40,late sowing,0,352,10
15-10-2021,Oct,42,30.60,20.60,87.60,67.00,420.20,3,5.30,2.40,3.50,2021,41,late sowing,0,353,10
22-10-2021,Oct,43,29.70,16.60,89.00,44.00,0.00,0,8.50,2.60,3.20,2021,42,late sowing,0,354,10
29-10-2021,Oct-Nov,44,29.70,14.10,87.60,37.30,0.00,0,8.30,1.40,2.90,2021,43,late sowing,0,355,10
05-11-2021,Nov,45,28.10,13.00,90.70,40.70,0.00,0,7.30,1.30,2.60,2021,44,late sowing,0,356,11
12-11-2021,Nov,46,27.40,12.30,91.60,38.60,0.00,0,7.30,1.10,2.70,2021,45,late sowing,0,357,11
19-11-2021,Nov,47,26.30,11.40,90.40,37.60,0.00,0,6.70,2.40,3.10,2021,46,late sowing,0,358,11
26-11-2021,Nov-Dec,48,25.20,10.80,92.00,46.10,0.00,0,5.80,1.90,2.10,2021,47,late sowing,0,359,11
03-12-2021,Dec,49,25.00,12.10,93.00,49.70,3.00,1,5.20,2.40,1.80,2021,48,late sowing,0,360,12
10-12-2021,Dec,50,23.40,7.20,89.30,42.40,0.00,0,7.40,1.70,1.60,2021,49,late sowing,0,361,12
17-12-2021,Dec,51,19.80,4.30,93.30,45.90,0.00,0,5.40,2.50,1.70,2021,50,late sowing,0,362,12
24-12-2021,Dec,52,21.60,8.40,90.10,48.50,2.00,0,5.60,2.10,1.90,2021,51,late sowing,0,363,12
01-01-2022,Jan,1,20.20,9.10,92.70,55.70,22.20,1,5.00,2.20,1.80,2021,52,late sowing,0.13,364,1
08-01-2022,Jan,2,19.60,11.00,94.00,72.60,54.70,3,3.30,4.60,2.30,2022,1,late sowing,0.33,365,1
15-01-2022,Jan,3,14.10,8.70,91.40,80.30,2.80,1,0.60,3.60,1.10,2022,2,late sowing,0.8,366,1
22-01-2022,Jan,4,17.00,9.30,92.70,71.40,19.20,1,2.10,5.60,3.20,2022,3,late sowing,0.53,367,1
29-01-2022,Jan-Feb,5,16.00,8.60,91.60,77.10,30.70,1,1.70,6.10,1.70,2022,4,late sowing,0.73,368,1
05-02-2022,Feb,6,16.10,7.40,93.90,76.10,17.50,1,3.10,3.10,1.50,2022,5,late sowing,0.8,369,2
12-02-2022,Feb,7,22.20,6.70,93.60,47.70,0.00,0,8.60,2.40,2.00,2022,6,late sowing,0.86,370,2
19-02-2022,Feb,8,23.70,9.80,86.30,45.00,0.00,0,8.00,6.30,3.10,2022,7,late sowing,0.93,371,2
26-02-2022,Feb-Mar,9,24.70,10.00,92.90,48.00,2.20,0,8.00,3.10,2.60,2022,8,late sowing,1,372,2
05-03-2022,Mar,10,27.50,11.30,92.30,48.30,0.00,0,7.00,3.40,3.20,2022,9,late sowing,2.06,373,3
12-03-2022,Mar,11,30.70,16.60,90.10,48.60,0.00,0,7.10,1.90,2.90,2022,10,late sowing,1.93,374,3
19-03-2022,Mar,12,33.90,17.10,84.00,40.40,0.00,0,8.80,2.40,3.40,2022,11,late sowing,1.66,375,3
26-03-2022,Mar-Apr,13,34.00,15.90,79.70,31.30,0.00,0,9.00,4.60,4.80,2022,12,late sowing,2.53,376,3
02-04-2022,April,14,37.00,15.50,76.30,19.30,0.00,0,9.80,2.60,5.90,2022,13,late sowing,1.86,377,4
09-04-2022,April,15,37.10,20.90,64.60,30.70,2.60,1,8.30,5.10,6.10,2022,14,late sowing,5.46,378,4
16-04-2022,April,16,38.20,19.10,63.00,18.90,0.00,0,9.00,3.50,7.10,2022,15,late sowing,2.53,379,4
23-04-2022,April,17,38.00,19.00,53.70,18.90,0.00,0,10.30,4.00,8.80,2022,16,late sowing,0.86,380,4
30-04-2022,April-May,18,36.10,23.00,62.60,39.00,8.40,1,8.10,5.50,7.80,2022,17,late sowing,0.73,381,4
07-05-2022,May,19,35.20,23.30,67.10,42.90,5.00,1,8.50,4.10,6.80,2022,18,late sowing,0,382,5
14-05-2022,May,20,37.80,24.60,63.10,34.00,0.00,0,8.80,4.90,7.80,2022,19,late sowing,0,383,5
21-05-2022,May,21,34.50,22.60,66.90,39.10,14.90,2,7.80,5.80,6.80,2022,20,late sowing,0,384,5
28-05-2022,May-Jun,22,36.70,26.10,68.90,40.10,17.20,1,7.90,4.50,6.40,2022,21,late sowing,0,385,5
04-06-2022,June,23,40.40,26.10,67.70,31.70,0.00,0,9.60,5.80,7.80,2022,22,late sowing,0,386,6
11-06-2022,June,24,40.20,26.80,65.00,32.40,24.20,1,8.60,6.20,9.80,2022,23,late sowing,0,387,6
18-06-2022,June,25,35.00,24.50,73.40,43.40,0.00,0,7.30,5.10,6.20,2022,24,late sowing,0,388,6
25-06-2022,June-July,26,33.90,26.60,82.70,65.00,80.60,3,4.70,8.10,6.00,2022,25,late sowing,0,389,6
02-07-2022,July,27,34.40,27.60,79.40,59.90,20.60,1,6.20,2.90,5.70,2022,26,late sowing,0,390,7
09-07-2022,July,28,34.40,27.40,82.90,63.90,92.80,3,7.60,3.50,6.80,2022,27,late sowing,0,391,7
16-07-2022,July,29,33.70,27.10,82.00,66.00,41.20,2,7.00,4.60,6.10,2022,28,late sowing,0,392,7
23-07-2022,July,30,32.20,26.30,81.10,69.90,14.60,2,6.70,5.60,5.40,2022,29,late sowing,0,393,7
30-07-2022,July-Aug.,31,31.30,25.50,91.70,69.40,63.60,5,2.60,2.00,4.00,2022,30,late sowing,0,394,7
06-08-2022,Aug,32,32.80,26.30,81.30,65.60,16.80,2,6.10,1.60,4.20,2022,31,late sowing,0,395,8
13-08-2022,Aug,33,34.10,26.30,83.60,66.90,3.00,1,8.60,2.90,5.00,2022,32,late sowing,0,396,8
20-08-2022,Aug,34,33.90,25.90,88.10,64.30,57.80,2,8.50,2.80,5.20,2022,33,late sowing,0,397,8
27-08-2022,Aug-Sep,35,33.40,25.40,93.70,67.00,74.50,2,5.60,2.40,5.40,2022,34,late sowing,0,398,8
03-09-2022,Sep,36,33.00,25.10,88.40,64.90,2.80,1,7.10,1.40,3.90,2022,35,late sowing,0,399,9
10-09-2022,Sep,37,31.50,24.50,88.00,69.90,39.10,4,6.60,5.30,4.10,2022,36,late sowing,0,400,9
17-09-2022,Sep,38,30.50,25.00,89.40,76.30,197.40,2,3.10,1.60,3.10,2022,37,late sowing,0,401,9
24-09-2022,Sep-Oct,39,31.10,22.30,87.10,66.60,134.60,3,5.90,4.70,3.80,2022,38,late sowing,0,402,9
01-10-2022,Oct,40,32.40,23.00,88.40,62.00,60.60,1,7.80,2.80,3.90,2022,39,late sowing,0,403,10
08-10-2022,Oct,41,26.30,19.50,89.90,69.00,233.70,5,3.90,3.80,4.50,2022,40,late sowing,0,404,10
15-10-2022,Oct,42,30.70,18.00,84.90,50.30,0.00,0,8.20,0.90,3.30,2022,41,late sowing,0,405,10
22-10-2022,Oct,43,30.40,14.30,87.70,42.60,0.00,0,9.50,0.40,3.80,2022,42,late sowing,0,406,10
29-10-2022,Oct-Nov,44,28.70,15.30,89.00,49.10,0.00,0,7.00,0.30,2.80,2022,43,late sowing,0,407,10
05-11-2022,Nov,45,27.80,15.60,88.30,55.30,0.00,0,1.50,0.50,1.90,2022,44,late sowing,0,408,11
12-11-2022,Nov,46,26.80,10.20,90.70,40.30,0.00,0,7.50,0.80,2.40,2022,45,late sowing,0,409,11
19-11-2022,Nov,47,26.60,9.60,92.90,40.90,0.00,0,7.90,0.60,2.40,2022,46,late sowing,0,410,11
26-11-2022,Nov-Dec,48,26.80,10.60,91.40,43.00,0.00,0,8.20,0.40,2.30,2022,47,late sowing,0,411,11
03-12-2022,Dec,49,24.80,9.00,95.00,46.30,0.00,0,6.80,0.80,1.90,2022,48,late sowing,0,412,12
10-12-2022,Dec,50,24.60,6.00,94.10,42.60,0.00,0,8.10,1.10,1.80,2022,49,late sowing,0,413,12
17-12-2022,Dec,51,22.90,6.80,90.70,55.10,0.00,0,6.70,1.60,1.60,2022,50,late sowing,0,414,12
24-12-2022,Dec,52,18.20,6.00,93.10,65.10,0.00,0,3.70,2.10,1.30,2022,51,late sowing,0,415,12
01-01-2023,Jan,1,13.00,6.60,92.70,87.60,0.00,0,1.30,1.70,1.10,2022,52,late sowing,0.4,416,1
08-01-2023,Jan,2,14.80,7.10,90.10,69.70,3.80,1,2.30,2.00,1.60,2023,1,late sowing,0.66,417,1
15-01-2023,Jan,3,18.60,6.50,88.30,49.30,0.00,0,4.10,2.10,1.90,2023,2,late sowing,1.13,418,1
22-01-2023,Jan,4,22.60,9.90,91.30,60.70,10.70,2,5.20,3.00,2.90,2023,3,late sowing,0.53,419,1
29-01-2023,Jan-Feb,5,19.10,9.10,92.40,72.00,1.20,0,2.90,3.90,2.40,2023,4,late sowing,0.4,420,1
05-02-2023,Feb,6,24.20,9.10,92.60,46.70,0.00,0,7.20,1.90,2.50,2023,5,late sowing,0.73,421,2
12-02-2023,Feb,7,25.10,8.90,84.90,35.70,0.00,0,7.50,5.00,3.00,2023,6,late sowing,1.33,422,2
19-02-2023,Feb,8,28.10,11.00,88.70,42.90,8.40,1,8.60,2.90,3.30,2023,7,late sowing,1.2,423,2
26-02-2023,Feb-Mar,9,29.30,12.20,87.10,36.40,0.00,0,8.50,3.90,3.50,2023,8,late sowing,2.66,424,2
05-03-2023,Mar,10,29.50,12.30,88.40,32.40,0.00,0,8.50,3.10,4.30,2023,9,late sowing,2.06,425,3
12-03-2023,Mar,11,30.50,14.30,85.10,42.30,0.00,0,8.20,1.70,4.00,2023,10,late sowing,2.4,426,3
19-03-2023,Mar,12,25.70,13.80,89.70,53.60,69.00,3,4.90,2.50,4.10,2023,11,late sowing,2.26,427,3
26-03-2023,Mar-Apr,13,29.60,14.00,85.40,36.30,32.40,2,8.90,4.50,4.20,2023,12,late sowing,2.5,428,3
02-04-2023,April,14,29.90,13.50,80.10,28.30,9.20,1,9.60,4.20,4.90,2023,13,late sowing,1.8,429,4
09-04-2023,April,15,34.90,14.80,80.40,18.70,0.00,0,10.70,3.30,6.30,2023,14,late sowing,5.6,430,4
16-04-2023,April,16,37.40,18.60,62.70,19.40,0.00,0,9.80,3.20,7.60,2023,15,late sowing,3.06,431,4
23-04-2023,April,17,32.90,16.10,63.30,26.70,0.00,0,6.30,2.80,6.80,2023,16,late sowing,2.8,432,4
30-04-2023,April-May,18,28.70,17.90,82.60,50.70,95.80,4,4.00,3.30,4.70,2023,17,late sowing,3.2,433,4
07-05-2023,May,19,34.50,17.90,62.30,26.40,0.00,0,10.40,2.70,5.60,2023,18,late sowing,0,434,5
14-05-2023,May,20,36.70,21.50,62.40,32.00,0.00,0,9.40,4.20,6.50,2023,19,late sowing,0,435,5
21-05-2023,May,21,35.20,22.00,70.90,40.00,18.20,2,9.00,3.90,6.60,2023,20,late sowing,0,436,5
28-05-2023,May-Jun,22,34.80,21.20,72.40,31.10,0.00,0,10.00,4.30,6.20,2023,21,late sowing,0,437,5
04-06-2023,June,23,38.40,21.40,57.10,21.70,0.00,0,10.70,4.70,8.70,2023,22,late sowing,0,438,6
11-06-2023,June,24,39.40,24.80,60.60,32.00,0.00,0,10.60,10.90,9.90,2023,23,late sowing,0,439,6
18-06-2023,June,25,37.50,27.60,82.70,51.90,6.60,1,5.70,4.70,6.50,2023,24,late sowing,0,440,6
25-06-2023,June-July,26,32.90,24.80,88.10,68.70,119.00,5,4.00,4.60,5.60,2023,25,late sowing,0,441,6
02-07-2023,July,27,31.40,25.70,86.00,75.40,222.20,5,3.60,5.10,4.60,2023,26,late sowing,0,442,7
09-07-2023,July,28,32.20,26.20,87.90,78.70,153.40,4,3.50,4.90,4.20,2023,27,late sowing,0,443,7
16-07-2023,July,29,32.90,26.60,83.00,66.70,119.00,2,6.30,3.20,4.30,2023,28,late sowing,0,444,7
23-07-2023,July,30,33.00,26.30,84.30,76.30,103.00,3,4.60,3.00,3.80,2023,29,late sowing,0,445,7
30-07-2023,July-Aug.,31,32.90,26.90,89.40,75.10,22.20,3,3.60,1.10,3.20,2023,30,late sowing,0,446,7
06-08-2023,Aug,32,32.20,25.70,92.40,76.00,251.20,6,3.00,3.60,3.60,2023,31,late sowing,0,447,8
13-08-2023,Aug,33,32.40,26.10,89.70,69.40,11.80,1,2.80,1.70,3.40,2023,32,late sowing,0,448,8
20-08-2023,Aug,34,30.60,25.50,91.60,80.10,110.00,5,2.70,2.20,3.90,2023,33,late sowing,0,449,8
27-08-2023,Aug-Sep,35,34.00,25.60,91.30,62.10,0.00,0,8.20,2.50,5.20,2023,34,late sowing,0,450,8
03-09-2023,Sep,36,34.30,25.40,88.40,67.60,42.00,0,5.60,1.50,3.80,2023,35,late sowing,0,451,9
10-09-2023,Sep,37,31.00,25.40,91.10,74.60,152.20,2,4.40,1.10,3.10,2023,36,late sowing,0,452,9
17-09-2023,Sep,38,32.60,24.60,90.40,69.70,47.40,4,6.70,1.00,3.40,2023,37,late sowing,0,453,9
24-09-2023,Sep-Oct,39,32.90,23.50,88.60,57.90,60.20,1,8.00,0.30,3.10,2023,38,late sowing,0,454,9
01-10-2023,Oct,40,33.60,22.80,88.70,51.70,0.00,0,9.20,0.30,3.70,2023,39,late sowing,0,455,10
08-10-2023,Oct,41,33.00,19.30,79.60,46.70,0.00,0,8.80,0.40,3.20,2023,40,late sowing,0,456,10
15-10-2023,Oct,42,30.20,16.30,84.10,48.60,7.40,1,7.10,0.80,3.20,2023,41,late sowing,0,457,10
22-10-2023,Oct,43,30.90,14.30,88.90,36.90,0.00,0,9.70,0.20,2.90,2023,42,late sowing,0,458,10
29-10-2023,Oct-Nov,44,30.40,15.20,86.40,40.70,0.00,0,8.20,0.50,2.60,2023,43,late sowing,0,459,10
05-11-2023,Nov,45,28.70,13.80,89.60,41.70,0.00,0,6.30,0.90,2.20,2023,44,late sowing,0,460,11
12-11-2023,Nov,46,28.50,12.70,87.10,40.70,0.00,0,7.20,0.40,2.00,2023,45,late sowing,0,461,11
19-11-2023,Nov,47,27.40,11.30,91.60,42.30,0.00,0,8.10,0.80,2.40,2023,46,late sowing,0,462,11
26-11-2023,Nov-Dec,48,26.20,13.00,84.70,49.60,0.00,0,4.40,1.10,1.80,2023,47,late sowing,0,463,11
03-12-2023,Dec,49,26.50,10.90,85.30,42.40,1.00,0,7.80,2.70,2.00,2023,48,late sowing,0,464,12
10-12-2023,Dec,50,22.80,5.90,93.60,47.00,0.00,0,6.50,1.60,1.80,2023,49,late sowing,0,465,12
17-12-2023,Dec,51,22.90,6.00,92.00,41.60,0.00,0,6.50,1.60,1.80,2023,50,late sowing,0,466,12
24-12-2023,Dec,52,22.00,8.40,93.10,59.30,0.00,0,5.50,1.90,2.30,2023,51,late sowing,0,467,12
01-01-2024,Jan,1,17.50,7.90,94.70,69.70,0.00,0,2.20,2.70,1.50,2024,1,late sowing,0,468,1
08-01-2024,Jan,2,14.10,7.70,93.70,79.40,0.00,0,0.20,3.90,1.20,2024,2,late sowing,0,469,1
15-01-2024,Jan,3,13.40,6.80,95.70,85.70,0.00,0,1.20,2.50,0.80,2024,3,late sowing,0,470,1
22-01-2024,Jan,4,13.60,4.60,96.00,77.40,0.00,0,1.40,2.50,0.70,2024,4,late sowing,0.2,471,1
29-01-2024,Jan-Feb,5,20.30,7.40,94.30,55.70,10.00,1,3.80,4.20,2.10,2024,5,late sowing,0,472,1
05-02-2024,Feb,6,20.90,6.90,93.60,51.90,1.60,0,5.80,4.80,3.10,2024,6,late sowing,1.13,473,2
12-02-2024,Feb,7,25.40,8.00,92.10,38.10,0.00,0,7.40,2.10,3.20,2024,7,late sowing,0.4,474,2
19-02-2024,Feb,8,25.40,8.70,86.60,31.30,2.60,1,7.30,4.10,4.90,2024,8,late sowing,0,475,2
26-02-2024,Feb-Mar,9,24.20,10.40,88.50,52.80,60.80,2,5.30,4.70,4.10,2024,9,late sowing,0.4,476,2
05-03-2024,Mar,10,24.50,9.30,92.30,44.70,0.00,0,9.20,5.00,3.90,2024,10,late sowing,0.2,477,3
12-03-2024,Mar,11,29.00,11.30,87.10,32.60,0.00,0,9.50,2.80,3.80,2024,11,late sowing,0.6,478,3
19-03-2024,Mar,12,29.10,12.20,85.70,41.60,0.00,0,7.90,3.90,3.70,2024,12,late sowing,3.7,479,3
26-03-2024,Mar-Apr,13,33.30,16.90,76.90,40.60,0.00,0,8.60,3.20,4.60,2024,13,late sowing,4.07,480,3
02-04-2024,April,14,34.50,13.20,71.60,16.10,0.00,0,9.30,4.20,5.30,2024,14,late sowing,3.2,481,4
09-04-2024,April,15,35.50,16.20,58.40,22.10,0.00,0,8.30,1.90,4.60,2024,15,late sowing,3.4,482,4
16-04-2024,April,16,37.00,18.70,57.40,18.40,0.00,0,9.00,6.20,6.10,2024,16,late sowing,1.47,483,4
23-04-2024,April,17,38.40,18.20,61.40,14.10,0.00,0,10.30,4.80,7.90,2024,17,late sowing,0.6,484,4
30-04-2024,April-May,18,37.70,17.80,55.10,17.40,0.00,0,9.60,5.00,7.40,2024,18,late sowing,0.8,485,4
07-05-2024,May,19,35.50,23.10,61.70,40.30,0.80,0,7.30,8.10,6.70,2024,19,late sowing,0.33,486,5
14-05-2024,May,20,39.90,24.10,52.20,24.70,0.00,0,9.20,5.30,7.10,2024,20,late sowing,0,487,5
21-05-2024,May,21,38.90,27.40,54.70,35.90,0.00,0,8.90,6.90,8.60,2024,21,late sowing,0,488,5
28-05-2024,May-Jun,22,41.70,27.90,51.40,30.60,0.00,0,9.70,6.90,10.10,2024,22,late sowing,0,489,5
04-06-2024,June,23,39.50,24.00,56.10,27.10,1.60,0,9.70,7.50,10.20,2024,23,late sowing,0,490,6
11-06-2024,June,24,42.60,26.60,54.10,26.00,0.00,0,10.60,6.90,10.70,2024,24,late sowing,0,491,6
18-06-2024,June,25,39.50,27.80,66.90,44.10,4.40,1,7.50,7.20,9.70,2024,25,late sowing,0,492,6
25-06-2024,June-July,26,34.10,27.10,80.70,65.00,58.00,3,2.90,5.50,5.90,2024,26,late sowing,0,493,6
02-07-2024,July,27,29.50,25.00,90.90,89.10,331.80,7,1.40,9.60,5.40,2024,27,late sowing,0,494,7
09-07-2024,July,28,33.10,25.10,87.30,67.60,62.00,4,3.40,4.20,5.50,2024,28,late sowing,0,495,7
16-07-2024,July,29,33.90,27.30,85.40,69.00,75.40,2,6.90,5.70,5.20,2024,29,late sowing,0,496,7
23-07-2024,July,30,34.40,22.80,87.30,70.40,58.60,2,6.00,3.80,5.10,2024,30,late sowing,0,497,7
30-07-2024,July-Aug.,31,32.90,26.30,86.70,74.60,110.00,2,4.50,4.30,5.00,2024,31,late sowing,0,498,7
06-08-2024,Aug,32,30.80,25.60,91.90,83.30,145.20,4,3.20,6.90,4.40,2024,32,late sowing,0,499,8
13-08-2024,Aug,33,32.60,26.60,90.40,75.00,46.80,4,6.50,5.10,5.80,2024,33,late sowing,0,500,8
20-08-2024,Aug,34,31.50,25.10,89.30,76.70,121.40,4,4.30,3.10,4.50,2024,34,late sowing,0,501,8
27-08-2024,Aug-Sep,35,33.60,25.70,86.70,66.60,62.00,2,8.40,4.70,5.40,2024,35,late sowing,0,502,8
03-09-2024,Sep,36,32.80,25.70,88.70,70.70,40.40,3,6.00,2.60,4.50,2024,36,late sowing,0,503,9
10-09-2024,Sep,37,30.30,24.20,92.40,75.60,274.00,4,4.50,5.30,4.60,2024,37,late sowing,0,504,9
17-09-2024,Sep,38,32.40,25.10,90.70,68.10,0.00,0,5.80,2.50,3.60,2024,38,late sowing,0,505,9
24-09-2024,Sep-Oct,39,32.40,24.50,90.40,73.00,8.80,1,5.20,3.20,3.80,2024,39,late sowing,0,506,9
01-10-2024,Oct,40,33.10,22.80,86.70,60.00,0.00,0,7.80,1.70,3.90,2024,40,late sowing,0,507,10
08-10-2024,Oct,41,32.30,20.10,88.60,51.70,0.00,0,8.50,1.50,4.00,2024,41,late sowing,0,508,10
15-10-2024,Oct,42,31.40,19.30,82.90,54.00,0.00,0,6.50,2.20,3.70,2024,42,late sowing,0,509,10
22-10-2024,Oct,43,31.80,19.30,85.90,52.60,0.00,0,6.60,2.50,3.40,2024,43,late sowing,0,510,10
29-10-2024,Oct-Nov,44,31.00,17.80,91.40,52.60,0.00,0,6.00,1.40,3.20,2024,44,late sowing,0,511,10
05-11-2024,Nov,45,29.30,18.30,86.00,58.60,0.00,0,1.10,1.30,2.30,2024,45,late sowing,0,512,11
12-11-2024,Nov,46,27.00,12.10,93.40,54.60,0.00,0,2.70,1.30,2.20,2024,46,late sowing,0,513,11
19-11-2024,Nov,47,26.70,10.20,92.60,42.10,0.00,0,6.80,1.10,2.10,2024,47,late sowing,0,514,11
26-11-2024,Nov-Dec,48,25.90,9.30,92.90,41.10,0.00,0,7.10,1.10,2.00,2024,48,late sowing,0,515,11
03-12-2024,Dec,49,27.20,7.40,91.90,39.40,0.40,0,7.50,2.00,2.30,2024,49,late sowing,0,516,12
10-12-2024,Dec,50,22.60,4.50,95.10,37.40,0.00,0,7.10,2.20,2.10,2024,50,late sowing,0,517,12
17-12-2024,Dec,51,24.20,5.80,91.10,38.00,0.00,0,7.50,1.30,2.10,2024,51,late sowing,0,518,12
24-12-2024,Dec,52,21.20,10.20,89.00,61.80,5.60,1,4.00,2.90,1.60,2024,52,late sowing,0,519,12
01-01-2025,Jan,1,17.60,9.40,93.60,72.10,0.00,0,2.70,3.20,1.20,2025,1,late sowing,0,520,1
08-01-2025,Jan,2,18.60,7.50,90.90,58.30,2.80,1,4.40,4.00,2.10,2025,2,late sowing,0,521,1
15-01-2025,Jan,3,20.70,8.90,95.40,65.60,1.40,0,4.80,3.80,1.80,2025,3,late sowing,0,522,1
22-01-2025,Jan,4,20.90,6.90,94.70,60.00,0.00,0,4.60,1.40,2.40,2025,4,late sowing,0,523,1
29-01-2025,Jan-Feb,5,24.20,7.20,92.70,42.40,0.00,0,8.00,2.50,2.60,2025,5,late sowing,0,524,1
05-02-2025,Feb,6,23.50,6.80,94.00,49.30,0.00,0,7.90,4.40,2.70,2025,6,late sowing,0,525,2
12-02-2025,Feb,7,24.50,6.90,91.60,40.60,0.00,0,8.40,4.20,3.30,2025,7,late sowing,0,526,2
19-02-2025,Feb,8,25.80,9.30,92.00,43.40,2.00,0,7.70,2.50,3.20,2025,8,late sowing,0,527,2
26-02-2025,Feb-Mar,9,25.10,12.10,89.30,58.60,14.00,2,5.20,2.30,3.20,2025,9,late sowing,0,528,2
05-03-2025,Mar,10,26.30,10.70,88.90,40.60,0.00,0,9.10,2.90,3.80,2025,10,late sowing,0,529,3
12-03-2025,Mar,11,30.90,13.90,81.70,33.90,6.40,1,8.70,1.80,4.90,2025,11,late sowing,0,530,3
19-03-2025,Mar,12,30.50,11.80,84.40,30.40,0.00,0,10.20,1.40,5.30,2025,12,late sowing,0,531,3
