Date,Month,Metro_Week_No,Temperature_Max,Temperature_Min,Relative_Humidity_Morning,Relative_Humidity_Afternoon,Rainfall,No_of_Rainy_Days,Sunshine_Hrs,Wind_Velocity,Evap,year,week,sowing_type,larva_count,time_idx,month2
01-01-2015,Jan,1,19.10,11.50,93.00,77.00,21.80,3,2.80,6.00,1.40,2015,1,early sowing,0,0,1
08-01-2015,Jan,2,15.70,8.40,95.00,75.00,0.00,0,3.00,3.50,0.80,2015,2,early sowing,0,1,1
15-01-2015,Jan,3,15.80,8.10,95.00,71.00,0.00,0,2.50,3.40,1.20,2015,3,early sowing,0,2,1
22-01-2015,Jan,4,18.40,8.60,95.00,75.00,11.00,1,3.60,4.80,1.20,2015,4,early sowing,0,3,1
29-01-2015,Jan-Feb,5,18.40,8.10,88.00,62.00,0.00,0,4.70,5.30,1.50,2015,5,early sowing,0,4,1
05-02-2015,Feb,6,22.40,7.40,94.00,54.00,0.00,0,3.90,7.00,2.10,2015,6,early sowing,0,5,2
12-02-2015,Feb,7,23.20,9.70,88.00,51.00,0.00,0,3.90,5.70,2.00,2015,7,early sowing,0,6,2
19-02-2015,Feb,8,27.10,13.40,90.00,55.00,0.20,1,3.30,5.50,2.10,2015,8,early sowing,0,7,2
26-02-2015,Feb-Mar,9,23.30,13.00,92.00,61.00,67.90,5,4.90,5.90,2.80,2015,9,early sowing,0,8,2
05-03-2015,Mar,10,25.20,10.20,89.00,45.00,0.00,0,8.80,5.80,2.90,2015,10,early sowing,0,9,3
12-03-2015,Mar,11,26.90,12.70,90.00,51.00,1.20,1,6.60,5.00,2.90,2015,11,early sowing,0,10,3
19-03-2015,Mar,12,29.30,13.70,88.00,45.00,0.00,0,9.50,4.60,3.50,2015,12,early sowing,0,11,3
26-03-2015,Mar-Apr,13,31.30,17.70,86.00,44.00,26.20,1,7.70,5.10,4.20,2015,13,early sowing,0,12,3
02-04-2015,Apr,14,29.20,15.80,86.00,45.00,18.90,3,6.40,5.00,4.30,2015,14,early sowing,0,13,4
09-04-2015,Apr,15,31.90,16.60,82.00,36.00,0.00,0,8.30,5.20,4.90,2015,15,early sowing,0,14,4
16-04-2015,Apr,16,34.50,18.50,74.00,35.00,0.00,0,8.20,5.40,6.10,2015,16,early sowing,0,15,4
23-04-2015,Apr,17,34.10,19.20,65.00,34.00,1.20,1,9.50,8.60,7.30,2015,17,early sowing,0,16,4
30-04-2015,Apr-May,18,35.40,18.30,70.00,29.00,18.40,1,10.40,5.70,7.40,2015,18,early sowing,0,17,4
07-05-2015,May,19,37.90,24.50,69.00,39.00,9.00,2,8.70,6.70,7.50,2015,19,early sowing,0,18,5
14-05-2015,May,20,36.80,22.50,70.00,37.00,1.80,1,10.70,6.50,7.60,2015,20,early sowing,0,19,5
21-05-2015,May,21,41.10,22.50,67.00,31.00,0.90,0,9.40,6.70,9.80,2015,21,early sowing,0,20,5
28-05-2015,May-Jun,22,39.60,22.20,63.00,31.00,0.00,0,8.30,6.30,9.30,2015,22,early sowing,0,21,5
04-06-2015,Jun,23,40.90,24.50,62.00,30.00,0.00,0,9.70,7.80,10.60,2015,23,early sowing,0,22,6
11-06-2015,Jun,24,38.00,25.50,62.00,38.00,0.80,0,7.40,8.80,10.70,2015,24,early sowing,0,23,6
18-06-2015,Jun,25,35.10,26.50,73.00,53.00,72.20,4,6.20,7.20,6.40,2015,25,early sowing,0,24,6
25-06-2015,Jun-Jul,26,32.00,23.80,90.00,76.00,324.80,4,5.00,8.50,5.50,2015,26,early sowing,0,25,6
02-07-2015,Jul,27,32.40,25.70,87.00,72.00,100.00,6,3.10,6.70,3.60,2015,27,early sowing,0,26,7
09-07-2015,Jul,28,31.70,25.40,88.00,72.00,114.80,5,4.90,7.00,5.50,2015,28,early sowing,0,27,7
16-07-2015,Jul,29,32.70,26.10,84.00,72.00,89.80,4,4.20,5.80,4.00,2015,29,early sowing,0,28,7
23-07-2015,Jul,30,33.60,25.90,83.00,63.00,6.40,2,8.50,7.50,5.70,2015,30,early sowing,0,29,7
30-07-2015,Jul-Aug,31,31.50,25.70,87.00,74.00,79.80,4,5.00,5.30,4.30,2015,31,early sowing,0,30,7
06-08-2015,Aug,32,30.20,25.40,91.00,76.00,158.90,6,2.30,5.50,3.80,2015,32,early sowing,0,31,8
13-08-2015,Aug,33,32.70,26.10,90.00,67.00,37.80,2,4.80,3.70,3.90,2015,33,early sowing,0,32,8
20-08-2015,Aug,34,32.40,24.90,89.00,69.00,39.00,5,5.20,6.50,3.80,2015,34,early sowing,0,33,8
27-08-2015,Aug-Sep,35,33.40,25.40,92.00,65.00,24.40,2,6.70,5.60,4.70,2015,35,early sowing,0,34,8
03-09-2015,Sep,36,33.60,23.80,91.00,60.00,0.00,0,7.50,4.90,7.00,2015,36,early sowing,0,35,9
10-09-2015,Sep,37,34.10,25.00,87.00,61.00,0.00,0,8.40,3.10,4.70,2015,37,early sowing,0,36,9
17-09-2015,Sep,38,34.00,24.90,84.00,62.00,112.00,2,6.60,3.80,4.20,2015,38,early sowing,0,37,9
24-09-2015,Sep,39,31.70,21.40,90.00,61.00,0.00,0,8.10,5.00,4.00,2015,39,early sowing,0,38,9
01-10-2015,Oct,40,32.90,20.20,83.00,51.00,0.00,0,9.50,2.10,4.70,2015,40,early sowing,0,39,10
08-10-2015,Oct,41,32.50,20.30,83.00,52.00,0.00,0,7.50,2.40,4.60,2015,41,early sowing,0,40,10
15-10-2015,Oct,42,31.50,19.30,86.00,51.00,0.00,0,5.10,3.10,3.50,2015,42,early sowing,0,41,10
22-10-2015,Oct,43,31.20,13.90,88.00,48.00,0.00,0,8.70,3.00,4.00,2015,43,early sowing,0,42,10
29-10-2015,Oct-Nov,44,29.00,13.70,90.00,43.00,5.00,1,6.20,2.90,3.00,2015,44,early sowing,0,43,10
05-11-2015,Nov,45,28.00,12.10,91.00,43.00,2.00,1,6.60,3.00,2.50,2015,45,early sowing,0,44,11
12-11-2015,Nov,46,29.00,11.90,91.00,38.00,0.00,0,7.80,2.80,2.70,2015,46,early sowing,0,45,11
19-11-2015,Nov,47,27.70,11.30,92.00,41.00,0.00,0,7.20,1.60,2.30,2015,47,early sowing,0,46,11
26-11-2015,Nov-Dec,48,26.70,12.60,91.00,46.00,0.00,0,3.70,2.70,2.10,2015,48,early sowing,0,47,11
03-12-2015,Dec,49,24.60,10.20,96.00,49.00,0.00,0,1.80,2.30,1.60,2015,49,early sowing,0,48,12
10-12-2015,Dec,50,21.10,10.30,94.00,64.00,0.00,0,2.10,4.30,1.30,2015,50,early sowing,0,49,12
17-12-2015,Dec,51,20.50,4.60,96.00,50.00,0.00,0,5.30,2.50,1.50,2015,51,early sowing,0,50,12
24-12-2015,Dec,52,21.00,5.00,95.00,46.00,0.00,0,6.10,3.00,1.50,2015,52,early sowing,0,51,12
01-01-2016,Jan,1,23.60,6.90,92.00,39.00,0.00,0,6.00,2.70,1.50,2015,53,early sowing,0,52,1
08-01-2016,Jan,2,22.30,7.00,94.00,49.00,0.00,0,4.30,3.30,1.70,2016,1,early sowing,0,53,1
15-01-2016,Jan,3,17.40,6.60,94.00,64.00,0.00,0,2.30,4.60,1.40,2016,2,early sowing,0,54,1
22-01-2016,Jan,4,17.90,4.10,94.00,53.00,0.00,0,3.30,3.20,1.30,2016,3,early sowing,0,55,1
29-01-2016,Jan-Feb,5,22.20,6.80,96.00,48.00,0.00,0,4.80,5.30,1.90,2016,4,early sowing,0,56,1
05-02-2016,Feb,6,23.30,8.30,93.00,46.00,0.00,0,5.40,3.70,2.40,2016,5,early sowing,0,57,2
12-02-2016,Feb,7,26.40,9.40,82.00,32.00,0.00,0,6.80,5.50,3.10,2016,6,early sowing,0,58,2
19-02-2016,Feb,8,26.40,11.80,87.00,44.00,2.50,1,4.60,6.30,2.90,2016,7,early sowing,3,59,2
26-02-2016,Feb-Mar,9,28.80,12.10,88.00,37.00,0.00,0,7.40,3.00,3.00,2016,8,early sowing,10,60,2
05-03-2016,Mar,10,30.40,13.40,86.00,37.00,0.00,0,8.40,6.10,4.20,2016,9,early sowing,9.8,61,3
12-03-2016,Mar,11,29.10,13.50,83.00,37.00,0.90,1,7.10,7.70,4.70,2016,10,early sowing,7.8,62,3
19-03-2016,Mar,12,31.30,14.00,80.00,28.00,0.00,0,8.80,6.60,4.70,2016,11,early sowing,14.8,63,3
26-03-2016,Mar-Apr,13,33.74,15.99,78.43,32.29,0.00,0,7.04,5.07,4.80,2016,12,early sowing,15.2,64,3
02-04-2016,April,14,35.60,20.37,64.86,31.57,0.00,0,6.91,5.99,6.70,2016,13,early sowing,14.2,65,4
09-04-2016,April,15,37.26,17.17,63.71,28.86,0.00,0,10.37,8.79,8.93,2016,14,early sowing,0,66,4
16-04-2016,April,16,38.66,21.51,69.57,32.00,0.00,0,7.53,7.19,9.46,2016,15,early sowing,0,67,4
23-04-2016,April,17,38.91,16.89,71.00,26.71,0.00,0,11.06,9.23,12.54,2016,16,early sowing,0,68,4
30-04-2016,April-May,18,37.16,20.83,63.86,27.29,19.60,1,7.54,6.93,9.19,2016,17,early sowing,0,69,4
07-05-2016,May,19,33.86,22.40,72.71,42.86,39.20,2,3.93,5.47,5.83,2016,18,early sowing,0,70,5
14-05-2016,May,20,38.53,23.90,61.29,36.00,0.00,0,10.69,8.44,8.54,2016,19,early sowing,0,71,5
21-05-2016,May,21,33.87,22.80,72.86,48.00,41.40,4,8.30,8.81,7.44,2016,20,early sowing,0,72,5
28-05-2016,May-Jun,22,33.81,24.30,72.57,51.43,35.20,1,7.74,7.49,7.43,2016,21,early sowing,0,73,5
04-06-2016,June,23,35.31,26.56,68.71,55.14,17.40,2,5.96,8.37,6.56,2016,22,early sowing,0,74,6
11-06-2016,June,24,35.50,25.80,77.43,52.86,40.80,3,6.50,7.13,6.49,2016,23,early sowing,0,75,6
18-06-2016,June,25,32.91,26.00,84.57,65.00,66.20,4,6.34,5.89,4.71,2016,24,early sowing,0,76,6
25-06-2016,June-July,26,33.34,26.34,86.71,66.29,80.40,5,4.00,7.27,4.41,2016,25,early sowing,0,77,6
02-07-2016,July,27,30.67,25.93,90.14,77.00,72.20,5,1.99,6.41,3.44,2016,26,early sowing,0,78,7
09-07-2016,July,28,32.96,26.17,89.43,71.00,52.60,5,4.19,5.57,4.33,2016,27,early sowing,0,79,7
16-07-2016,July,29,32.00,25.53,91.43,74.29,119.20,4,2.83,5.90,4.59,2016,28,early sowing,0,80,7
23-07-2016,July,30,30.84,24.89,89.14,76.71,125.90,6,3.87,6.51,3.77,2016,29,early sowing,0,81,7
30-07-2016,July-Aug.,31,31.67,25.66,86.14,71.43,151.80,4,5.54,7.11,4.97,2016,30,early sowing,0,82,7
06-08-2016,Aug,32,32.96,26.34,89.43,69.29,40.20,4,5.69,6.76,4.49,2016,31,early sowing,0,83,8
13-08-2016,Aug,33,32.93,25.94,92.57,69.86,100.60,5,4.69,3.90,3.87,2016,32,early sowing,0,84,8
20-08-2016,Aug,34,33.14,26.31,87.00,67.71,2.40,2,7.79,4.71,4.43,2016,33,early sowing,0,85,8
27-08-2016,Aug-Sep,35,34.01,25.53,88.86,63.57,26.60,3,5.50,3.81,3.59,2016,34,early sowing,0,86,8
03-09-2016,Sep,36,32.71,25.30,91.00,68.86,2.40,1,6.16,6.24,4.57,2016,35,early sowing,0,87,9
10-09-2016,Sep,37,32.13,24.46,88.86,72.43,59.40,1,4.51,4.33,3.61,2016,36,early sowing,0,88,9
17-09-2016,Sep,38,32.73,24.24,89.86,65.86,76.60,1,5.94,3.63,3.17,2016,37,early sowing,0,89,9
24-09-2016,Sep-Oct,39,32.59,23.24,87.00,61.86,3.40,1,8.94,2.87,3.23,2016,38,early sowing,0,90,9
01-10-2016,Oct,40,32.66,24.93,88.00,65.43,0.00,0,3.87,2.41,2.99,2016,39,early sowing,0,91,10
08-10-2016,Oct,41,32.17,19.87,88.71,61.57,0.00,0,5.90,2.90,2.86,2016,40,early sowing,0,92,10
15-10-2016,Oct,42,31.60,17.19,80.00,48.71,0.00,0,7.67,2.26,2.84,2016,41,early sowing,0,93,10
22-10-2016,Oct,43,31.19,13.84,90.14,38.43,0.00,0,7.70,2.13,2.81,2016,42,early sowing,0,94,10
29-10-2016,Oct-Nov,44,30.41,13.51,84.86,38.57,0.00,0,7.93,1.89,2.56,2016,43,early sowing,0,95,10
05-11-2016,Nov,45,28.99,11.36,90.29,36.86,0.00,0,7.86,2.61,2.43,2016,44,early sowing,0,96,11
12-11-2016,Nov,46,28.34,10.59,90.86,36.86,0.00,0,8.13,2.13,2.76,2016,45,early sowing,0,97,11
19-11-2016,Nov,47,26.61,9.80,93.43,38.14,0.00,0,7.31,2.23,1.94,2016,46,early sowing,0,98,11
26-11-2016,Nov-Dec,48,26.13,11.33,92.57,46.57,0.00,0,4.16,2.60,1.79,2016,47,early sowing,0,99,11
03-12-2016,Dec,49,23.43,11.51,83.24,54.86,0.00,0,4.11,3.07,1.30,2016,48,early sowing,0,100,12
10-12-2016,Dec,50,19.96,9.91,94.43,66.43,0.00,0,2.23,2.70,1.13,2016,49,early sowing,0,101,12
17-12-2016,Dec,51,23.13,6.50,94.57,48.71,0.00,0,6.14,2.34,1.83,2016,50,early sowing,0,102,12
24-12-2016,Dec,52,22.49,8.67,93.43,55.29,11.20,1,5.94,3.64,1.66,2016,51,early sowing,0,103,12
01-01-2017,January,1,22.64,9.34,92.14,52.86,0.00,0,6.33,3.56,1.77,2016,52,early sowing,0,104,1
08-01-2017,January,2,18.20,4.30,92.70,52.10,0.00,0,6.20,4.30,1.40,2017,1,early sowing,2.2,105,1
14-01-2017,January,3,19.20,7.00,95.30,58.60,0.00,0,4.50,4.90,1.30,2017,2,early sowing,2.2,106,1
22-01-2017,January,4,22.60,8.50,92.30,55.30,0.00,0,5.30,4.70,1.80,2017,3,early sowing,2.2,107,1
29-01-2017,Jan-Feb,5,21.20,9.40,93.00,59.70,0.00,0,5.30,3.30,1.60,2017,4,early sowing,2,108,1
05-02-2017,February,6,23.20,8.50,92.10,46.60,0.00,0,5.90,5.30,1.90,2017,5,early sowing,2.4,109,2
12-02-2017,February,7,25.20,9.30,90.60,48.70,0.00,0,7.10,2.80,1.60,2017,6,early sowing,3,110,2
19-02-2017,February,8,26.90,10.40,91.60,44.60,0.00,0,7.20,5.30,2.80,2017,7,early sowing,3.4,111,2
26-02-2017,Feb-Mar,9,27.40,9.50,87.10,39.00,0.00,0,8.00,4.40,2.90,2017,8,early sowing,1.2,112,2
05-03-2017,Mar,10,25.90,10.00,86.10,50.00,2.80,1,7.80,5.00,3.30,2017,9,early sowing,1.6,113,3
12-03-2017,Mar,11,25.60,7.90,88.00,35.60,0.00,0,8.40,6.30,3.60,2017,10,early sowing,1.4,114,3
19-03-2017,Mar,12,30.50,13.90,82.30,38.30,0.00,0,8.30,5.00,3.60,2017,11,early sowing,2.8,115,3
26-03-2017,Mar-Apr,13,34.60,16.90,81.60,33.70,0.00,0,9.10,6.00,4.80,2017,12,early sowing,2.2,116,3
02-04-2017,April,14,35.50,17.60,72.30,27.70,1.00,0,7.30,7.50,6.80,2017,13,early sowing,2,117,4
09-04-2017,April,15,35.30,15.10,66.10,20.70,0.00,0,9.50,7.10,7.00,2017,14,early sowing,0.6,118,4
16-04-2017,April,16,36.70,24.50,56.70,40.30,0.00,0,7.90,8.00,7.90,2017,15,early sowing,0,119,4
23-04-2017,April,17,35.50,20.50,60.60,23.00,3.00,1,9.00,8.20,9.00,2017,16,early sowing,0,120,4
30-04-2017,April-May,18,35.50,19.70,55.40,21.00,0.00,0,9.50,6.60,7.70,2017,17,early sowing,0,121,4
07-05-2017,May,19,35.40,23.40,61.90,40.30,0.00,0,10.10,8.10,8.10,2017,18,early sowing,0,122,5
14-05-2017,May,20,38.30,22.80,69.30,36.40,29.00,1,9.10,7.20,8.90,2017,19,early sowing,0,123,5
21-05-2017,May,21,38.00,23.40,69.00,60.00,2.20,1,8.60,10.50,10.70,2017,20,early sowing,0,124,5
28-05-2017,May-Jun,22,37.30,19.60,52.70,21.90,0.00,0,9.10,7.20,7.60,2017,21,early sowing,0,125,5
04-06-2017,June,23,37.00,25.40,66.40,50.00,7.00,1,5.90,8.50,7.80,2017,22,early sowing,0,126,6
11-06-2017,June,24,38.20,24.70,66.10,44.10,10.20,1,9.60,7.30,8.60,2017,23,early sowing,0,127,6
18-06-2017,June,25,35.90,25.60,76.30,54.00,1.00,0,6.80,5.80,6.30,2017,24,early sowing,0,128,6
25-06-2017,June-July,26,35.80,26.40,81.60,63.10,54.80,3,6.40,7.90,7.70,2017,25,early sowing,0,129,6
02-07-2017,July,27,31.00,25.80,93.90,82.90,206.80,7,2.10,5.60,4.80,2017,26,early sowing,0,130,7
09-07-2017,July,28,31.70,25.90,89.60,82.70,72.00,4,4.50,6.10,4.10,2017,27,early sowing,0,131,7
16-07-2017,July,29,33.90,26.20,86.90,77.60,80.40,5,6.60,5.20,4.70,2017,28,early sowing,0,132,7
23-07-2017,July,30,33.20,25.20,88.00,70.10,42.80,3,5.00,8.30,4.30,2017,29,early sowing,0,133,7
30-07-2017,July-Aug.,31,31.20,25.70,91.00,81.70,203.80,6,2.60,6.50,3.70,2017,30,early sowing,0,134,7
06-08-2017,Aug,32,31.80,26.00,91.30,76.90,147.80,5,2.80,5.50,4.70,2017,31,early sowing,0,135,8
13-08-2017,Aug,33,32.70,25.60,91.70,70.60,118.80,1,3.40,6.50,4.20,2017,32,early sowing,0,136,8
20-08-2017,Aug,34,31.80,25.60,87.70,77.10,57.60,2,5.40,4.90,3.70,2017,33,early sowing,0,137,8
27-08-2017,Aug-Sep,35,31.80,25.00,88.90,76.00,129.00,5,4.80,5.00,3.90,2017,34,early sowing,0,138,8
03-09-2017,Sep,36,32.00,24.00,89.70,65.70,56.00,2,7.30,3.40,4.00,2017,35,early sowing,0,139,9
10-09-2017,Sep,37,34.00,25.20,86.30,64.30,0.00,0,8.50,3.00,4.20,2017,36,early sowing,0,140,9
17-09-2017,Sep,38,32.60,24.60,91.60,74.30,168.00,2,5.90,4.00,3.20,2017,37,early sowing,0,141,9
24-09-2017,Sep-Oct,39,32.30,23.40,88.40,65.40,7.20,1,5.40,3.50,3.20,2017,38,early sowing,0,142,9
01-10-2017,Oct,40,33.10,23.80,88.10,61.10,0.00,0,5.20,2.50,2.60,2017,39,early sowing,0,143,10
08-10-2017,Oct,41,33.60,20.30,78.00,47.90,0.00,0,8.30,2.40,3.20,2017,40,early sowing,0,144,10
15-10-2017,Oct,42,33.50,18.00,86.30,50.10,0.00,0,9.00,2.10,3.10,2017,41,early sowing,0,145,10
22-10-2017,Oct,43,30.80,14.50,86.60,46.10,0.00,0,7.90,2.50,2.70,2017,42,early sowing,0,146,10
29-10-2017,Oct-Nov,44,28.40,14.70,89.90,52.60,0.00,0,4.40,1.90,2.30,2017,43,early sowing,0,147,10
05-11-2017,Nov,45,28.70,12.80,93.90,51.60,0.00,0,4.80,1.30,2.00,2017,44,early sowing,0,148,11
12-11-2017,Nov,46,27.90,11.30,86.00,40.10,0.00,0,6.90,2.50,2.00,2017,45,early sowing,0,149,11
19-11-2017,Nov,47,26.10,8.60,92.60,43.10,0.00,0,7.30,4.20,2.50,2017,46,early sowing,0,150,11
26-11-2017,Nov-Dec,48,24.70,7.80,92.00,47.90,0.00,0,7.10,1.80,1.90,2017,47,early sowing,3,151,11
03-12-2017,Dec,49,23.30,10.90,93.10,60.40,0.00,0,3.70,2.50,1.60,2017,48,early sowing,11,152,12
10-12-2017,Dec,50,23.10,11.40,93.90,65.90,2.80,1,5.00,5.50,1.60,2017,49,early sowing,7,153,12
17-12-2017,Dec,51,21.30,8.30,95.30,63.90,0.00,0,5.60,3.00,1.40,2017,50,early sowing,5,154,12
24-12-2017,Dec,52,22.50,7.20,96.00,65.60,0.00,0,6.20,1.80,1.00,2017,51,early sowing,5,155,12
01-01-2018,Jan,1,15.20,6.00,94.90,81.40,0.00,0,2.50,3.00,0.80,2018,1,early sowing,6,156,1
08-01-2018,Jan,2,12.90,5.30,95.10,79.00,0.00,0,1.20,2.60,0.80,2018,2,early sowing,8,157,1
15-01-2018,Jan,3,20.20,4.20,93.30,65.10,0.00,0,5.50,2.70,1.20,2018,3,early sowing,12,158,1
22-01-2018,Jan,4,18.60,6.40,93.60,70.00,6.80,1,3.60,4.20,1.10,2018,4,early sowing,6,159,1
29-01-2018,Jan-Feb,5,20.60,6.90,94.40,60.10,0.00,0,5.80,3.90,1.20,2018,5,early sowing,4,160,1
05-02-2018,Feb,6,23.20,5.60,95.30,50.40,0.00,0,6.40,5.40,1.80,2018,6,early sowing,9,161,2
12-02-2018,Feb,7,23.00,9.20,92.70,60.70,4.00,1,6.10,5.30,1.90,2018,7,early sowing,6,162,2
19-02-2018,Feb,8,26.90,11.50,89.40,50.90,0.00,0,7.70,3.00,2.30,2018,8,early sowing,4,163,2
26-02-2018,Feb-Mar,9,28.70,11.50,90.90,44.30,0.00,0,7.50,5.60,3.10,2018,9,early sowing,6,164,2
05-03-2018,Mar,10,29.50,10.70,91.90,39.00,0.00,0,8.80,5.50,4.00,2018,10,early sowing,9,165,3
12-03-2018,Mar,11,31.10,11.80,81.30,43.60,0.00,0,8.50,4.90,4.30,2018,11,early sowing,7,166,3
19-03-2018,Mar,12,31.90,12.70,82.90,40.00,0.00,0,9.00,4.60,4.30,2018,12,early sowing,8,167,3
26-03-2018,Mar-Apr,13,33.60,14.50,78.30,46.70,0.00,0,8.20,5.30,5.80,2018,13,early sowing,0,168,3
02-04-2018,Apr,14,33.40,18.70,78.40,52.30,29.20,1,8.00,5.20,6.00,2018,14,early sowing,0,169,4
09-04-2018,Apr,15,31.30,16.20,80.60,48.60,13.00,1,6.40,4.60,4.80,2018,15,early sowing,0,170,4
16-04-2018,Apr,16,37.20,17.20,73.00,19.00,0.00,0,9.40,6.10,7.40,2018,16,early sowing,0,171,4
23-04-2018,Apr,17,36.20,19.50,65.00,36.00,0.00,0,9.20,7.10,7.70,2018,17,early sowing,0,172,4
30-04-2018,Apr-May,18,35.10,21.90,69.00,40.00,2.80,1,9.00,9.60,7.30,2018,18,early sowing,0,173,4
07-05-2018,May,19,37.00,21.10,67.00,32.00,0.00,0,8.40,7.50,8.30,2018,19,early sowing,0,174,5
14-05-2018,May,20,35.60,23.10,76.30,51.90,5.80,1,8.40,7.60,7.90,2018,20,early sowing,0,175,5
21-05-2018,May,21,39.70,22.50,65.10,34.30,0.00,0,9.30,7.80,9.40,2018,21,early sowing,0,176,5
28-05-2018,May-Jun,22,35.50,23.00,69.70,55.40,38.40,3,7.10,9.60,8.30,2018,22,early sowing,0,177,5
04-06-2018,Jun,23,35.10,26.00,82.10,63.70,87.60,2,7.70,7.50,8.00,2018,23,early sowing,0,178,6
11-06-2018,Jun,24,34.60,26.20,84.90,63.10,42.80,2,5.20,5.00,5.70,2018,24,early sowing,0,179,6
18-06-2018,Jun,25,37.20,26.10,76.40,44.70,0.00,0,7.90,6.00,6.80,2018,25,early sowing,0,180,6
25-06-2018,Jun-Jul,26,35.90,26.60,80.70,67.70,18.20,1,6.40,7.50,7.30,2018,26,early sowing,0,181,6
02-07-2018,Jul,27,32.60,25.40,90.00,70.00,180.80,3,6.00,3.50,5.60,2018,27,early sowing,0,182,7
09-07-2018,Jul,28,32.50,26.00,88.00,78.40,173.20,3,3.10,6.10,4.20,2018,28,early sowing,0,183,7
16-07-2018,Jul,29,33.30,26.90,82.10,73.10,79.60,2,6.70,3.70,6.60,2018,29,early sowing,0,184,7
23-07-2018,Jul,30,31.20,25.70,91.00,80.00,169.00,4,2.20,5.60,4.60,2018,30,early sowing,0,185,7
30-07-2018,Jul-Aug,31,29.70,24.10,93.60,84.00,218.10,6,1.00,2.20,3.50,2018,31,early sowing,0,186,7
06-08-2018,Aug,32,30.90,24.90,90.40,79.70,126.40,3,3.60,2.60,4.30,2018,32,early sowing,0,187,8
13-08-2018,Aug,33,31.90,26.10,89.00,71.70,73.40,1,4.00,1.50,3.30,2018,33,early sowing,0,188,8
20-08-2018,Aug,34,30.90,25.50,95.10,83.00,160.80,5,3.20,1.10,4.40,2018,34,early sowing,0,189,8
27-08-2018,Aug-Sep,35,30.70,25.50,92.40,81.00,86.80,3,2.00,3.30,2.70,2018,35,early sowing,0,190,8
03-09-2018,Sep,36,32.30,25.30,90.40,76.30,76.60,2,4.70,5.30,3.90,2018,36,early sowing,0,191,9
10-09-2018,Sep,37,31.90,24.30,93.00,77.60,15.60,2,5.60,6.10,3.90,2018,37,early sowing,0,192,9
17-09-2018,Sep,38,32.10,22.60,90.10,73.40,49.20,1,6.80,6.60,4.00,2018,38,early sowing,0,193,9
24-09-2018,Sep,39,30.40,22.00,91.30,69.70,80.60,1,4.60,5.40,3.10,2018,39,early sowing,0,194,9
01-10-2018,Oct,40,32.60,18.50,84.30,60.10,0.00,0,9.10,4.60,4.00,2018,40,early sowing,0,195,10
08-10-2018,Oct,41,30.90,17.10,82.70,61.40,2.60,0,7.30,4.70,3.50,2018,41,early sowing,0,196,10
15-10-2018,Oct,42,30.70,14.30,86.90,59.10,0.00,0,7.80,3.50,3.30,2018,42,early sowing,0,197,10
22-10-2018,Oct,43,29.60,12.00,90.40,50.70,0.00,0,8.30,3.40,3.10,2018,43,early sowing,0,198,10
29-10-2018,Oct-Nov,44,29.90,13.70,87.70,54.30,4.20,1,7.10,3.20,2.70,2018,44,early sowing,0,199,10
05-11-2018,Nov,45,27.50,11.70,93.90,54.00,0.00,0,7.70,2.80,2.40,2018,45,early sowing,0,200,11
12-11-2018,Nov,46,26.50,11.80,93.30,63.10,0.00,0,6.50,2.30,2.20,2018,46,early sowing,2,201,11
19-11-2018,Nov,47,26.30,10.50,93.40,54.30,0.00,0,7.70,1.80,2.60,2018,47,early sowing,2.67,202,11
26-11-2018,Nov-Dec,48,26.40,10.70,94.60,60.60,0.00,0,6.40,1.90,2.30,2018,48,early sowing,2,203,11
03-12-2018,Dec,49,23.80,7.80,92.60,61.00,0.00,0,6.20,1.80,2.00,2018,49,early sowing,4.33,204,12
10-12-2018,Dec,50,22.60,6.60,94.60,60.40,0.80,0,6.30,1.90,2.00,2018,50,early sowing,0.67,205,12
17-12-2018,Dec,51,22.50,5.00,96.60,50.70,0.00,0,6.80,2.00,1.90,2018,51,early sowing,3.67,206,12
24-12-2018,Dec,52,20.30,2.70,97.10,51.90,0.00,0,6.70,2.00,1.50,2018,52,early sowing,3.33,207,12
01-01-2019,Jan,1,21.30,6.10,91.00,60.30,0.00,0,6.00,1.71,1.60,2019,1,early sowing,2,208,1
08-01-2019,Jan,2,21.60,5.70,94.40,57.00,0.00,0,5.70,1.45,1.70,2019,2,early sowing,0,209,1
15-01-2019,Jan,3,21.70,5.70,93.00,53.00,0.00,0,6.10,1.20,1.80,2019,3,early sowing,0.33,210,1
22-01-2019,Jan,4,20.50,8.60,88.40,49.90,14.20,1,3.80,4.30,2.10,2019,4,early sowing,0,211,1
29-01-2019,Jan-Feb,5,20.90,7.00,92.90,63.10,0.00,0,6.10,1.60,1.80,2019,5,early sowing,1,212,1
05-02-2019,Feb,6,21.10,9.10,94.90,65.90,15.00,1,4.70,3.40,2.10,2019,6,early sowing,0,213,2
12-02-2019,Feb,7,22.70,10.80,93.60,63.60,12.00,1,4.80,2.80,1.90,2019,7,early sowing,0.67,214,2
19-02-2019,Feb,8,24.30,11.20,91.90,63.70,3.20,1,4.60,2.80,2.40,2019,8,early sowing,3,215,2
26-02-2019,Feb-Mar,9,21.50,9.00,92.10,68.70,6.80,1,5.70,2.20,2.60,2019,9,early sowing,0.67,216,2
05-03-2019,Mar,10,26.00,8.90,88.30,50.00,0.00,0,9.40,2.20,3.60,2019,10,early sowing,4,217,3
